,price,mileage,model
1073,15000,38744.0,fusion
1074,26985,14023.0,doors
1075,31000,9741.0,f-150
1076,16800,37786.0,fusion
1077,34995,10421.0,doors
1078,16800,38001.0,fusion
1079,19440,43269.0,doors
1080,16700,36989.0,fusion
1081,29000,29320.0,door
1082,20950,40793.0,doors
1083,46200,94741.0,door
1084,32999,6881.0,doors
1085,6600,80423.0,door
1086,50200,92405.0,door
1087,32999,16194.0,doors
1088,12600,48188.0,door
1089,35999,13674.0,doors
1090,33100,103002.0,door
1091,18799,137728.0,doors
1092,33999,6921.0,doors
1093,15400,31124.0,fusion
1094,25998,25734.0,doors
1095,31831,14059.0,doors
1096,15400,123983.0,door
1097,25995,39509.0,doors
1098,27990,4512.0,doors
1099,23985,51884.0,doors
1100,27995,4181.0,doors
1101,13995,56703.0,doors
1102,29988,4712.0,doors
1103,12995,102800.0,doors
1104,21687,7109.0,doors
1105,25200,100943.0,door
1106,29590,3915.0,doors
1107,28999,15550.0,doors
1108,13942,62542.0,doors
1109,32700,61477.0,door
1110,13995,73891.0,doors
1111,15800,82564.0,door
1112,36000,85649.0,door
1113,15495,48374.0,doors
1114,21500,11990.0,door
1115,7200,64111.0,door
1116,17589,28771.0,doors
1117,31700,126708.0,door
1118,31790,27165.0,doors
1119,14495,54778.0,doors
1120,15000,11729.0,fusion
1121,26400,85197.0,door
1122,27990,19130.0,doors
1123,15300,59646.0,doors
1124,22000,68418.0,door
1125,23999,8400.0,doors
1126,16488,45084.0,doors
1127,12784,67037.0,doors
1128,23400,64135.0,doors
1129,9705,72377.0,door
1130,25999,39367.0,doors
1131,34977,46540.0,doors
1132,19000,40677.0,doors
1133,15995,69438.0,doors
1134,13487,96246.0,doors
1135,18707,69719.0,doors
1136,15290,75933.0,doors
1137,15600,54325.0,doors
1138,16080,31793.0,doors
1139,15268,74361.0,doors
1140,18497,34011.0,doors
1141,17150,67091.0,doors
1142,14295,59391.0,doors
1143,16190,71824.0,doors
1144,17899,39159.0,doors
1145,14000,79430.0,doors
1146,16888,56329.0,doors
1147,28000,12155.0,f-150
1148,8305,63291.0,door
1149,21822,36041.0,doors
1150,12500,130388.0,door
1151,15995,23878.0,doors
1152,12995,65342.0,doors
1153,14488,64061.0,doors
1154,17500,93164.0,door
1155,21995,35629.0,doors
1156,16593,71573.0,doors
1157,13000,33660.0,door
1158,14247,61168.0,doors
1159,23500,42241.0,door
1160,16999,21004.0,doors
1161,25000,45003.0,door
1162,20159,45278.0,doors
1163,31000,1.0,door
1164,29500,48707.0,door
1165,24000,50874.0,f-150
1166,20500,70727.0,f-150
1167,24900,33194.0,f-150
1168,24500,52084.0,door
1169,28000,40286.0,door
1170,27000,55420.0,f-150
1171,42500,85278.0,door
1172,16300,69480.0,f-150
1173,26500,34679.0,door
1174,36500,24151.0,f-150
1175,22500,67979.0,door
1176,29000,18690.0,f-150
1177,10500,54251.0,door
1178,32000,32262.0,f-150
1179,4000,90740.0,door
1180,38800,35225.0,f-150
1181,34000,21406.0,f-150
1182,21500,41293.0,door
1183,38500,37053.0,f-150
1184,38500,34532.0,f-150
1185,30500,56836.0,f-150
1186,11300,48080.0,door
1187,29500,12271.0,f-150
1188,32500,12717.0,f-150
1189,30000,19951.0,f-150
1190,26000,21616.0,f-150
1191,12000,73846.0,door
1192,30000,15771.0,f-150
1193,25000,159182.0,door
1194,26550,15296.0,f-150
1195,34000,131754.0,door
1196,27500,26095.0,f-150
1197,25500,22107.0,f-150
1198,4000,112810.0,door
1199,25700,19058.0,f-150
1200,29000,109137.0,door
1201,30500,24058.0,f-150
1202,30000,6967.0,f-150
1203,9000,118340.0,door
1204,19000,36145.0,f-150
1205,26500,38868.0,f-150
1206,26000,33350.0,f-150
1207,25900,34081.0,f-150
1208,27000,40577.0,f-150
1209,28000,30620.0,f-150
1210,27500,36742.0,f-150
1211,25500,43406.0,f-150
1212,21500,43519.0,f-150
1213,23900,41627.0,f-150
1214,26900,41496.0,f-150
1215,27000,33475.0,f-150
1216,14400,38148.0,fusion
1217,14000,50513.0,fusion
1218,13600,31408.0,fusion
1219,13600,32038.0,fusion
1220,13700,30471.0,fusion
1221,13800,31142.0,fusion
1222,13700,31380.0,fusion
1223,13800,29266.0,fusion
1224,13700,30875.0,fusion
1225,13700,30609.0,fusion
1226,13800,29508.0,fusion
1227,13900,29633.0,fusion
1228,13900,27461.0,fusion
1229,13600,32154.0,fusion
1230,13800,29345.0,fusion
1231,13800,30054.0,fusion
1232,13800,30902.0,fusion
1233,11100,22305.0,rogue
1234,14900,26516.0,rogue
1235,4600,31397.0,rogue
1236,14400,45732.0,rogue
1237,13400,45826.0,rogue
1238,12500,36844.0,door
1239,6500,104343.0,door
1240,12800,32656.0,rogue
1241,10800,41729.0,door
1242,7500,74859.0,door
1243,10500,59508.0,door
1244,13500,53011.0,door
1245,3300,100225.0,door
1246,8000,54119.0,door
1247,14000,37655.0,rogue
1248,3500,101178.0,door
1249,7500,77504.0,door
1250,3500,107734.0,door
1251,21100,19597.0,rogue
1252,16200,34122.0,rogue
1253,6998,43651.0,doors
1254,14700,15387.0,rogue
1255,7500,58126.0,door
1256,7998,62921.0,doors
1257,10999,43279.0,doors
1258,8495,45043.0,doors
1259,12750,24629.0,doors
1260,22800,35902.0,door
1261,11621,12840.0,doors
1262,11590,63933.0,doors
1263,4700,100079.0,door
1264,11390,37953.0,doors
1265,14500,8677.0,rogue
1266,12000,11583.0,rogue
1267,7500,19723.0,door
1268,18700,41366.0,rogue
1269,12900,98354.0,door
1270,16000,39598.0,rogue
1271,19400,21009.0,rogue
1272,19800,14850.0,rogue
1273,19000,41096.0,rogue
1274,18000,12748.0,rogue
1275,19800,14531.0,rogue
1276,19700,15931.0,rogue
1277,20100,10875.0,rogue
1278,16300,24174.0,rogue
1279,15800,32473.0,rogue
1280,16000,44732.0,rogue
1281,16600,19292.0,rogue
1282,15000,28918.0,rogue
1283,17600,21623.0,rogue
1284,14000,27790.0,rogue
1285,16600,19182.0,rogue
1286,12700,17738.0,door
1287,18900,20508.0,rogue
1288,14600,31566.0,rogue
1289,12500,48765.0,door
1290,15900,30645.0,rogue
1291,11800,60158.0,door
1292,3500,115716.0,door
1293,14100,22041.0,rogue
1294,11000,37605.0,rogue
1295,11000,63738.0,rogue
1296,3000,132655.0,door
1297,15100,28079.0,rogue
1298,19500,53155.0,door
1299,6500,65620.0,door
1300,11800,92878.0,door
1301,14200,37830.0,rogue
1302,15000,34692.0,rogue
1303,15200,30721.0,rogue
1304,18000,53376.0,door
1305,3800,81699.0,door
1306,13400,46178.0,rogue
1307,13900,35493.0,rogue
1308,13900,37073.0,rogue
1309,13900,38760.0,rogue
1310,13900,35065.0,rogue
1311,13900,39797.0,rogue
1312,13900,36207.0,rogue
1313,13900,38563.0,rogue
1314,13900,39885.0,rogue
1315,13900,34547.0,rogue
1316,3700,75858.0,door
1317,13900,44313.0,rogue
1318,13900,42502.0,rogue
1319,13900,41539.0,rogue
1320,13900,39924.0,rogue
1321,13900,40259.0,rogue
